player,team,lg,season,replaced,all-star selections
Bam Adebayo,Giannis,NBA,2023,False,2
Giannis Antetokounmpo,Giannis,NBA,2023,False,7
DeMar DeRozan,Giannis,NBA,2023,False,6
Kevin Durant,Giannis,NBA,2023,False,13
Shai Gilgeous-Alexander,Giannis,NBA,2023,False,1
Jrue Holiday,Giannis,NBA,2023,False,2
Damian Lillard,Giannis,NBA,2023,False,7
Lauri Markkanen,Giannis,NBA,2023,False,1
Donovan Mitchell,Giannis,NBA,2023,False,4
Ja Morant,Giannis,NBA,2023,False,2
Domantas Sabonis,Giannis,NBA,2023,False,3
Pascal Siakam,Giannis,NBA,2023,False,2
Jayson Tatum,Giannis,NBA,2023,False,4
Jaylen Brown,LeBron,NBA,2023,False,2
Stephen Curry,LeBron,NBA,2023,False,9
Luka Dončić,LeBron,NBA,2023,False,4
Anthony Edwards,LeBron,NBA,2023,False,1
Joel Embiid,LeBron,NBA,2023,False,6
De'Aaron Fox,LeBron,NBA,2023,False,1
Paul George,LeBron,NBA,2023,False,8
Tyrese Haliburton,LeBron,NBA,2023,False,1
Kyrie Irving,LeBron,NBA,2023,False,8
Jaren Jackson Jr.,LeBron,NBA,2023,False,1
LeBron James,LeBron,NBA,2023,False,19
Nikola Jokić,LeBron,NBA,2023,False,5
Julius Randle,LeBron,NBA,2023,False,2
Zion Williamson,LeBron,NBA,2023,False,2
LaMelo Ball,Team Durant,NBA,2022,False,1
Devin Booker,Team Durant,NBA,2022,False,3
Kevin Durant,Team Durant,NBA,2022,False,13
Joel Embiid,Team Durant,NBA,2022,False,6
Rudy Gobert,Team Durant,NBA,2022,False,3
Draymond Green,Team Durant,NBA,2022,False,4
Zach LaVine,Team Durant,NBA,2022,False,2
Khris Middleton,Team Durant,NBA,2022,False,3
Ja Morant,Team Durant,NBA,2022,False,2
Dejounte Murray,Team Durant,NBA,2022,False,1
Jayson Tatum,Team Durant,NBA,2022,False,4
Karl-Anthony Towns,Team Durant,NBA,2022,False,3
Andrew Wiggins,Team Durant,NBA,2022,False,1
Trae Young,Team Durant,NBA,2022,False,2
Jarrett Allen,Team LeBron,NBA,2022,False,1
Giannis Antetokounmpo,Team LeBron,NBA,2022,False,7
Jimmy Butler,Team LeBron,NBA,2022,False,6
Stephen Curry,Team LeBron,NBA,2022,False,9
DeMar DeRozan,Team LeBron,NBA,2022,False,6
Luka Dončić,Team LeBron,NBA,2022,False,4
Darius Garland,Team LeBron,NBA,2022,False,1
James Harden,Team LeBron,NBA,2022,False,10
LeBron James,Team LeBron,NBA,2022,False,19
Nikola Jokić,Team LeBron,NBA,2022,False,5
Donovan Mitchell,Team LeBron,NBA,2022,False,4
Chris Paul,Team LeBron,NBA,2022,False,12
Fred VanVleet,Team LeBron,NBA,2022,False,1
Bradley Beal,Team Durant,NBA,2021,False,3
Devin Booker,Team Durant,NBA,2021,False,3
Mike Conley,Team Durant,NBA,2021,False,1
Anthony Davis,Team Durant,NBA,2021,False,8
Kevin Durant,Team Durant,NBA,2021,False,13
Joel Embiid,Team Durant,NBA,2021,False,6
James Harden,Team Durant,NBA,2021,False,10
Kyrie Irving,Team Durant,NBA,2021,False,8
Zach LaVine,Team Durant,NBA,2021,False,2
Kawhi Leonard,Team Durant,NBA,2021,False,5
Donovan Mitchell,Team Durant,NBA,2021,False,4
Julius Randle,Team Durant,NBA,2021,False,2
Jayson Tatum,Team Durant,NBA,2021,False,4
Nikola Vučević,Team Durant,NBA,2021,False,2
Zion Williamson,Team Durant,NBA,2021,False,2
Giannis Antetokounmpo,Team LeBron,NBA,2021,False,7
Jaylen Brown,Team LeBron,NBA,2021,False,2
Stephen Curry,Team LeBron,NBA,2021,False,9
Luka Dončić,Team LeBron,NBA,2021,False,4
Paul George,Team LeBron,NBA,2021,False,8
Rudy Gobert,Team LeBron,NBA,2021,False,3
LeBron James,Team LeBron,NBA,2021,False,19
Nikola Jokić,Team LeBron,NBA,2021,False,5
Damian Lillard,Team LeBron,NBA,2021,False,7
Chris Paul,Team LeBron,NBA,2021,False,12
Domantas Sabonis,Team LeBron,NBA,2021,False,3
Ben Simmons,Team LeBron,NBA,2021,False,3
Bam Adebayo,Team Giannis,NBA,2020,False,2
Giannis Antetokounmpo,Team Giannis,NBA,2020,False,7
Jimmy Butler,Team Giannis,NBA,2020,False,6
Joel Embiid,Team Giannis,NBA,2020,False,6
Rudy Gobert,Team Giannis,NBA,2020,False,3
Brandon Ingram,Team Giannis,NBA,2020,False,1
Kyle Lowry,Team Giannis,NBA,2020,False,6
Khris Middleton,Team Giannis,NBA,2020,False,3
Donovan Mitchell,Team Giannis,NBA,2020,False,4
Pascal Siakam,Team Giannis,NBA,2020,False,2
Kemba Walker,Team Giannis,NBA,2020,False,4
Trae Young,Team Giannis,NBA,2020,False,2
Devin Booker,Team LeBron,NBA,2020,False,3
Anthony Davis,Team LeBron,NBA,2020,False,8
Luka Dončić,Team LeBron,NBA,2020,False,4
James Harden,Team LeBron,NBA,2020,False,10
LeBron James,Team LeBron,NBA,2020,False,19
Nikola Jokić,Team LeBron,NBA,2020,False,5
Kawhi Leonard,Team LeBron,NBA,2020,False,5
Damian Lillard,Team LeBron,NBA,2020,False,7
Chris Paul,Team LeBron,NBA,2020,False,12
Domantas Sabonis,Team LeBron,NBA,2020,False,3
Ben Simmons,Team LeBron,NBA,2020,False,3
Jayson Tatum,Team LeBron,NBA,2020,False,4
Russell Westbrook,Team LeBron,NBA,2020,False,9
Giannis Antetokounmpo,Team Giannis,NBA,2019,False,7
Stephen Curry,Team Giannis,NBA,2019,False,9
Joel Embiid,Team Giannis,NBA,2019,False,6
Paul George,Team Giannis,NBA,2019,False,8
Blake Griffin,Team Giannis,NBA,2019,False,6
Nikola Jokić,Team Giannis,NBA,2019,False,5
Kyle Lowry,Team Giannis,NBA,2019,False,6
Khris Middleton,Team Giannis,NBA,2019,False,3
Dirk Nowitzki,Team Giannis,NBA,2019,False,14
Victor Oladipo,Team Giannis,NBA,2019,True,2
D'Angelo Russell,Team Giannis,NBA,2019,False,1
Nikola Vučević,Team Giannis,NBA,2019,False,2
Kemba Walker,Team Giannis,NBA,2019,False,4
Russell Westbrook,Team Giannis,NBA,2019,False,9
LaMarcus Aldridge,Team LeBron,NBA,2019,False,7
Bradley Beal,Team LeBron,NBA,2019,False,3
Anthony Davis,Team LeBron,NBA,2019,False,8
Kevin Durant,Team LeBron,NBA,2019,False,13
James Harden,Team LeBron,NBA,2019,False,10
Kyrie Irving,Team LeBron,NBA,2019,False,8
LeBron James,Team LeBron,NBA,2019,False,19
Kawhi Leonard,Team LeBron,NBA,2019,False,5
Damian Lillard,Team LeBron,NBA,2019,False,7
Ben Simmons,Team LeBron,NBA,2019,False,3
Klay Thompson,Team LeBron,NBA,2019,False,5
Karl-Anthony Towns,Team LeBron,NBA,2019,False,3
Dwyane Wade,Team LeBron,NBA,2019,False,13
LaMarcus Aldridge,Team LeBron,NBA,2018,False,7
Bradley Beal,Team LeBron,NBA,2018,False,3
DeMarcus Cousins,Team LeBron,NBA,2018,True,4
Anthony Davis,Team LeBron,NBA,2018,False,8
Goran Dragić,Team LeBron,NBA,2018,False,1
Andre Drummond,Team LeBron,NBA,2018,False,2
Kevin Durant,Team LeBron,NBA,2018,False,13
Paul George,Team LeBron,NBA,2018,False,8
Kyrie Irving,Team LeBron,NBA,2018,False,8
LeBron James,Team LeBron,NBA,2018,False,19
Kevin Love,Team LeBron,NBA,2018,True,5
Victor Oladipo,Team LeBron,NBA,2018,False,2
Kristaps Porziņģis,Team LeBron,NBA,2018,True,1
Kemba Walker,Team LeBron,NBA,2018,False,4
John Wall,Team LeBron,NBA,2018,True,5
Russell Westbrook,Team LeBron,NBA,2018,False,9
Giannis Antetokounmpo,Team Stephen,NBA,2018,False,7
Jimmy Butler,Team Stephen,NBA,2018,True,6
Stephen Curry,Team Stephen,NBA,2018,False,9
DeMar DeRozan,Team Stephen,NBA,2018,False,6
Joel Embiid,Team Stephen,NBA,2018,False,6
Draymond Green,Team Stephen,NBA,2018,False,4
James Harden,Team Stephen,NBA,2018,False,10
Al Horford,Team Stephen,NBA,2018,False,5
Damian Lillard,Team Stephen,NBA,2018,False,7
Kyle Lowry,Team Stephen,NBA,2018,False,6
Klay Thompson,Team Stephen,NBA,2018,False,5
Karl-Anthony Towns,Team Stephen,NBA,2018,False,3
Giannis Antetokounmpo,East,NBA,2017,False,7
Carmelo Anthony,East,NBA,2017,False,10
Jimmy Butler,East,NBA,2017,False,6
DeMar DeRozan,East,NBA,2017,False,6
Paul George,East,NBA,2017,False,8
Kyrie Irving,East,NBA,2017,False,8
LeBron James,East,NBA,2017,False,19
Kevin Love,East,NBA,2017,True,5
Kyle Lowry,East,NBA,2017,False,6
Paul Millsap,East,NBA,2017,False,4
Isaiah Thomas,East,NBA,2017,False,2
Kemba Walker,East,NBA,2017,False,4
John Wall,East,NBA,2017,False,5
DeMarcus Cousins,West,NBA,2017,False,4
Stephen Curry,West,NBA,2017,False,9
Anthony Davis,West,NBA,2017,False,8
Kevin Durant,West,NBA,2017,False,13
Marc Gasol,West,NBA,2017,False,3
Draymond Green,West,NBA,2017,False,4
James Harden,West,NBA,2017,False,10
Gordon Hayward,West,NBA,2017,False,1
DeAndre Jordan,West,NBA,2017,False,1
Kawhi Leonard,West,NBA,2017,False,5
Klay Thompson,West,NBA,2017,False,5
Russell Westbrook,West,NBA,2017,False,9
Carmelo Anthony,East,NBA,2016,False,10
Chris Bosh,East,NBA,2016,True,11
Jimmy Butler,East,NBA,2016,True,6
DeMar DeRozan,East,NBA,2016,False,6
Andre Drummond,East,NBA,2016,False,2
Pau Gasol,East,NBA,2016,False,6
Paul George,East,NBA,2016,False,8
Al Horford,East,NBA,2016,False,5
